"Financial Year","Decision Type","Nationality","Occupation Skill Level","Count"
"2017/18","Declined","Japan","Skill level 4",33
"2017/18","Declined","Japan","Skill level 5",9
"2017/18","Declined","Jordan","(not recorded)",18
"2017/18","Declined","Jordan","Skill level 1",3
"2017/18","Declined","Jordan","Skill level 2",9
"2017/18","Declined","Jordan","Skill level 3",3
"2017/18","Declined","Kazakhstan","(not recorded)",0
"2017/18","Declined","Kazakhstan","Skill level 1",3
"2017/18","Declined","Kazakhstan","Skill level 2",0
"2017/18","Declined","Kazakhstan","Skill level 3",0
"2017/18","Declined","Kazakhstan","Skill level 4",3
"2017/18","Declined","Kenya","(not recorded)",6
"2017/18","Declined","Kenya","Skill level 1",0
"2017/18","Declined","Kenya","Skill level 2",0
"2017/18","Declined","Kenya","Skill level 4",3
"2017/18","Declined","Kenya","Skill level 5",0
"2017/18","Declined","Kiribati","(not recorded)",18
"2017/18","Declined","Kiribati","Skill level 2",0
"2017/18","Declined","Kiribati","Skill level 4",0
"2017/18","Declined","Kiribati","Skill level 5",0
"2017/18","Declined","Kyrgyzstan","(not recorded)",0
"2017/18","Declined","Laos","(not recorded)",6
"2017/18","Declined","Latvia","(not recorded)",3
"2017/18","Declined","Latvia","Skill level 3",3
"2017/18","Declined","Latvia","Skill level 4",3
"2017/18","Declined","Lebanon","(not recorded)",3
"2017/18","Declined","Lebanon","Skill level 1",3
"2017/18","Declined","Lebanon","Skill level 2",0
"2017/18","Declined","Lithuania","(not recorded)",6
"2017/18","Declined","Lithuania","Skill level 2",0
"2017/18","Declined","Luxembourg","(not recorded)",6
"2017/18","Declined","Luxembourg","Skill level 1",0
"2017/18","Declined","Macau","Skill level 4",3
"2017/18","Declined","Macau","Skill level 5",3
"2017/18","Declined","Macedonia","Skill level 2",3
"2017/18","Declined","Macedonia","Skill level 3",3
"2017/18","Declined","Macedonia","Skill level 4",0
"2017/18","Declined","Macedonia","Skill level 5",3
"2017/18","Declined","Malawi","Skill level 1",3
"2017/18","Declined","Malaysia","(not recorded)",105
"2017/18","Declined","Malaysia","Skill level 1",15
"2017/18","Declined","Malaysia","Skill level 2",21
"2017/18","Declined","Malaysia","Skill level 3",57
"2017/18","Declined","Malaysia","Skill level 4",18
"2017/18","Declined","Malaysia","Skill level 5",24
"2017/18","Declined","Maldives","Skill level 4",0
"2017/18","Declined","Malta","(not recorded)",6
"2017/18","Declined","Marshall Islands","(not recorded)",0
"2017/18","Declined","Mauritius","(not recorded)",3
"2017/18","Declined","Mauritius","Skill level 3",9
"2017/18","Declined","Mauritius","Skill level 5",3
"2017/18","Declined","Mexico","(not recorded)",33
"2017/18","Declined","Mexico","Skill level 1",9
"2017/18","Declined","Mexico","Skill level 2",3
"2017/18","Declined","Mexico","Skill level 3",9
"2017/18","Declined","Mexico","Skill level 4",6
"2017/18","Declined","Mexico","Skill level 5",3
"2017/18","Declined","Mongolia","(not recorded)",0
"2017/18","Declined","Mongolia","Skill level 1",3
"2017/18","Declined","Mongolia","Skill level 2",0
"2017/18","Declined","Morocco","(not recorded)",3
"2017/18","Declined","Morocco","Skill level 2",3
"2017/18","Declined","Morocco","Skill level 4",3
"2017/18","Declined","Myanmar","(not recorded)",9
"2017/18","Declined","Myanmar","Skill level 1",0
"2017/18","Declined","Myanmar","Skill level 2",0
"2017/18","Declined","Myanmar","Skill level 3",3
"2017/18","Declined","Nauru","(not recorded)",3
"2017/18","Declined","Nepal","(not recorded)",75
"2017/18","Declined","Nepal","Skill level 1",6
"2017/18","Declined","Nepal","Skill level 2",42
"2017/18","Declined","Nepal","Skill level 3",18
"2017/18","Declined","Nepal","Skill level 4",18
"2017/18","Declined","Nepal","Skill level 5",18
"2017/18","Declined","Netherlands","(not recorded)",78
"2017/18","Declined","Netherlands","Skill level 1",15
"2017/18","Declined","Netherlands","Skill level 2",6
"2017/18","Declined","Netherlands","Skill level 3",6
"2017/18","Declined","Netherlands","Skill level 4",3
"2017/18","Declined","Netherlands","Skill level 5",12
"2017/18","Declined","Nigeria","(not recorded)",18
"2017/18","Declined","Nigeria","Skill level 1",0
"2017/18","Declined","Nigeria","Skill level 2",3
"2017/18","Declined","Nigeria","Skill level 4",3
"2017/18","Declined","Norway","(not recorded)",15
"2017/18","Declined","Norway","Skill level 1",0
"2017/18","Declined","Norway","Skill level 3",0
"2017/18","Declined","Oman","(not recorded)",0
"2017/18","Declined","Pakistan","(not recorded)",54
"2017/18","Declined","Pakistan","Skill level 1",18
"2017/18","Declined","Pakistan","Skill level 2",12
"2017/18","Declined","Pakistan","Skill level 3",6
"2017/18","Declined","Pakistan","Skill level 4",6
"2017/18","Declined","Pakistan","Skill level 5",0
"2017/18","Declined","Palestine","(not recorded)",9
"2017/18","Declined","Palestine","Skill level 1",3
"2017/18","Declined","Palestine","Skill level 2",0
"2017/18","Declined","Papua New Guinea","(not recorded)",9
"2017/18","Declined","Papua New Guinea","Skill level 1",3
"2017/18","Declined","Papua New Guinea","Skill level 2",3
"2017/18","Declined","Papua New Guinea","Skill level 3",0
"2017/18","Declined","Peru","(not recorded)",24
"2017/18","Declined","Peru","Skill level 2",0
"2017/18","Declined","Peru","Skill level 3",0
"2017/18","Declined","Peru","Skill level 4",0
"2017/18","Declined","Peru","Skill level 5",3
"2017/18","Declined","Philippines","(not recorded)",561
"2017/18","Declined","Philippines","Skill level 1",150
"2017/18","Declined","Philippines","Skill level 2",117
"2017/18","Declined","Philippines","Skill level 3",621
"2017/18","Declined","Philippines","Skill level 4",429
"2017/18","Declined","Philippines","Skill level 5",309
"2017/18","Declined","Poland","(not recorded)",18
"2017/18","Declined","Poland","Skill level 1",3
"2017/18","Declined","Poland","Skill level 2",3
"2017/18","Declined","Poland","Skill level 3",6
"2017/18","Declined","Poland","Skill level 4",3
"2017/18","Declined","Portugal","(not recorded)",9
"2017/18","Declined","Portugal","Skill level 1",3
"2017/18","Declined","Portugal","Skill level 3",3
"2017/18","Declined","Romania","(not recorded)",6
"2017/18","Declined","Romania","Skill level 1",3
"2017/18","Declined","Romania","Skill level 2",0
"2017/18","Declined","Romania","Skill level 3",3
"2017/18","Declined","Romania","Skill level 4",0
"2017/18","Declined","Romania","Skill level 5",0
"2017/18","Declined","Russia","(not recorded)",36
"2017/18","Declined","Russia","Skill level 1",9
"2017/18","Declined","Russia","Skill level 2",15
"2017/18","Declined","Russia","Skill level 3",21
"2017/18","Declined","Russia","Skill level 4",6
"2017/18","Declined","Samoa","(not recorded)",204
"2017/18","Declined","Samoa","Skill level 1",3
"2017/18","Declined","Samoa","Skill level 2",0
"2017/18","Declined","Samoa","Skill level 3",24
"2017/18","Declined","Samoa","Skill level 4",6
"2017/18","Declined","Samoa","Skill level 5",12
"2017/18","Declined","Saudi Arabia","(not recorded)",6
"2017/18","Declined","Saudi Arabia","Skill level 2",0
"2017/18","Declined","Serbia","(not recorded)",3
"2017/18","Declined","Serbia","Skill level 1",6
"2017/18","Declined","Serbia","Skill level 3",6
"2017/18","Declined","Serbia","Skill level 4",6
"2017/18","Declined","Serbia","Skill level 5",3
"2017/18","Declined","Singapore","(not recorded)",21
"2017/18","Declined","Singapore","Skill level 1",3
"2017/18","Declined","Singapore","Skill level 2",3
"2017/18","Declined","Singapore","Skill level 3",0
"2017/18","Declined","Slovakia","(not recorded)",6
"2017/18","Declined","Slovakia","Skill level 1",0
"2017/18","Declined","Slovakia","Skill level 3",3
"2017/18","Declined","Slovakia","Skill level 4",3
"2017/18","Declined","Slovenia","(not recorded)",6
"2017/18","Declined","Slovenia","Skill level 1",3
"2017/18","Declined","Slovenia","Skill level 2",0
"2017/18","Declined","Slovenia","Skill level 3",0
"2017/18","Declined","Solomon Islands","(not recorded)",6
"2017/18","Declined","Somalia","(not recorded)",0
"2017/18","Declined","South Africa","(not recorded)",138
"2017/18","Declined","South Africa","Skill level 1",57
"2017/18","Declined","South Africa","Skill level 2",30
"2017/18","Declined","South Africa","Skill level 3",105
"2017/18","Declined","South Africa","Skill level 4",36
"2017/18","Declined","South Africa","Skill level 5",15
"2017/18","Declined","South Korea","(not recorded)",240
"2017/18","Declined","South Korea","Skill level 1",30
"2017/18","Declined","South Korea","Skill level 2",96
"2017/18","Declined","South Korea","Skill level 3",27
"2017/18","Declined","South Korea","Skill level 4",21
"2017/18","Declined","South Korea","Skill level 5",12
"2017/18","Declined","Spain","(not recorded)",30
"2017/18","Declined","Spain","Skill level 1",12
"2017/18","Declined","Spain","Skill level 2",3
"2017/18","Declined","Spain","Skill level 3",6
"2017/18","Declined","Spain","Skill level 4",6
"2017/18","Declined","Spain","Skill level 5",6
"2017/18","Declined","Sri Lanka","(not recorded)",102
"2017/18","Declined","Sri Lanka","Skill level 1",30
"2017/18","Declined","Sri Lanka","Skill level 2",30
"2017/18","Declined","Sri Lanka","Skill level 3",99
"2017/18","Declined","Sri Lanka","Skill level 4",15
"2017/18","Declined","Sri Lanka","Skill level 5",18
"2017/18","Declined","St Kitts - Nevis","(not recorded)",3
"2017/18","Declined","St Vincent and the Grenadines","(not recorded)",3
"2017/18","Declined","Stateless","(not recorded)",3
"2017/18","Declined","Stateless","Skill level 1",0
"2017/18","Declined","Sudan","(not recorded)",6
"2017/18","Declined","Sudan","Skill level 1",3
"2017/18","Declined","Sweden","(not recorded)",69
"2017/18","Declined","Sweden","Skill level 1",3
"2017/18","Declined","Sweden","Skill level 3",3
"2017/18","Declined","Sweden","Skill level 4",0
"2017/18","Declined","Sweden","Skill level 5",3
"2017/18","Declined","Switzerland","(not recorded)",6
"2017/18","Declined","Switzerland","Skill level 1",6
"2017/18","Declined","Switzerland","Skill level 2",0
"2017/18","Declined","Switzerland","Skill level 3",3
"2017/18","Declined","Switzerland","Skill level 4",3
"2017/18","Declined","Switzerland","Skill level 5",3
"2017/18","Declined","Syria","(not recorded)",9
"2017/18","Declined","Syria","Skill level 1",9
"2017/18","Declined","Syria","Skill level 2",3
"2017/18","Declined","Taiwan","(not recorded)",63
"2017/18","Declined","Taiwan","Skill level 1",9
"2017/18","Declined","Taiwan","Skill level 2",3
"2017/18","Declined","Taiwan","Skill level 3",9
"2017/18","Declined","Taiwan","Skill level 4",6
"2017/18","Declined","Taiwan","Skill level 5",3
"2017/18","Declined","Thailand","(not recorded)",150
"2017/18","Declined","Thailand","Skill level 1",6
"2017/18","Declined","Thailand","Skill level 2",177
"2017/18","Declined","Thailand","Skill level 3",18
"2017/18","Declined","Thailand","Skill level 4",3
"2017/18","Declined","Thailand","Skill level 5",9
"2017/18","Declined","Tonga","(not recorded)",189
"2017/18","Declined","Tonga","Skill level 1",9
"2017/18","Declined","Tonga","Skill level 2",0
"2017/18","Declined","Tonga","Skill level 3",36
"2017/18","Declined","Tonga","Skill level 4",12
"2017/18","Declined","Tonga","Skill level 5",18
"2017/18","Declined","Trinidad and Tobago","Skill level 1",3
"2017/18","Declined","Tunisia","(not recorded)",0
"2017/18","Declined","Tunisia","Skill level 1",3
"2017/18","Declined","Turkey","(not recorded)",63
"2017/18","Declined","Turkey","Skill level 1",3
"2017/18","Declined","Turkey","Skill level 2",6
"2017/18","Declined","Turkey","Skill level 3",9
"2017/18","Declined","Turkey","Skill level 5",3
"2017/18","Declined","Tuvalu","(not recorded)",9
"2017/18","Declined","Uganda","(not recorded)",3
"2017/18","Declined","Uganda","Skill level 3",3
"2017/18","Declined","Uganda","Skill level 4",0
"2017/18","Declined","Ukraine","(not recorded)",18
"2017/18","Declined","Ukraine","Skill level 1",3
"2017/18","Declined","Ukraine","Skill level 3",3
"2017/18","Declined","Ukraine","Skill level 4",9
"2017/18","Declined","Ukraine","Skill level 5",3
"2017/18","Declined","United Kingdom","(not recorded)",933
"2017/18","Declined","United Kingdom","Skill level 1",102
"2017/18","Declined","United Kingdom","Skill level 2",87
"2017/18","Declined","United Kingdom","Skill level 3",135
"2017/18","Declined","United Kingdom","Skill level 4",90
"2017/18","Declined","United Kingdom","Skill level 5",45
"2017/18","Declined","United States of America","(not recorded)",636
"2017/18","Declined","United States of America","Skill level 1",69
"2017/18","Declined","United States of America","Skill level 2",12
"2017/18","Declined","United States of America","Skill level 3",30
"2017/18","Declined","United States of America","Skill level 4",33
"2017/18","Declined","United States of America","Skill level 5",21
"2017/18","Declined","Unknown","Skill level 3",0
"2017/18","Declined","Uruguay","(not recorded)",21
"2017/18","Declined","Uruguay","Skill level 1",6
"2017/18","Declined","Uruguay","Skill level 2",3
"2017/18","Declined","Uruguay","Skill level 3",3
"2017/18","Declined","Uruguay","Skill level 4",0
"2017/18","Declined","Uruguay","Skill level 5",15
"2017/18","Declined","Uzbekistan","(not recorded)",0
"2017/18","Declined","Uzbekistan","Skill level 1",0
"2017/18","Declined","Vanuatu","(not recorded)",51
"2017/18","Declined","Vanuatu","Skill level 1",3
"2017/18","Declined","Vanuatu","Skill level 5",9
"2017/18","Declined","Venezuela","(not recorded)",9
"2017/18","Declined","Venezuela","Skill level 2",3
"2017/18","Declined","Venezuela","Skill level 4",3
"2017/18","Declined","Vietnam","(not recorded)",96
"2017/18","Declined","Vietnam","Skill level 1",9
"2017/18","Declined","Vietnam","Skill level 2",24
"2017/18","Declined","Vietnam","Skill level 3",24
"2017/18","Declined","Vietnam","Skill level 4",15
"2017/18","Declined","Vietnam","Skill level 5",6
"2017/18","Declined","Yemen","(not recorded)",3
"2017/18","Declined","Yemen","Skill level 1",0
"2017/18","Declined","Yemen","Skill level 4",0
"2017/18","Declined","Zambia","(not recorded)",3
"2017/18","Declined","Zambia","Skill level 1",3
"2017/18","Declined","Zambia","Skill level 3",3
"2017/18","Declined","Zambia","Skill level 4",0
"2017/18","Declined","Zimbabwe","(not recorded)",6
"2017/18","Declined","Zimbabwe","Skill level 1",3
"2017/18","Declined","Zimbabwe","Skill level 2",0
"2017/18","Declined","Zimbabwe","Skill level 3",15
"2017/18","Declined","Zimbabwe","Skill level 4",6
"2017/18","Declined","Zimbabwe","Skill level 5",3
"2018/19","Approved","Afghanistan","(not recorded)",114
"2018/19","Approved","Afghanistan","Skill level 5",3
"2018/19","Approved","Albania","(not recorded)",3
"2018/19","Approved","Albania","Skill level 1",3
"2018/19","Approved","Albania","Skill level 2",3
"2018/19","Approved","Albania","Skill level 3",9
"2018/19","Approved","Albania","Skill level 5",3
"2018/19","Approved","Algeria","(not recorded)",3
"2018/19","Approved","Algeria","Skill level 1",0
"2018/19","Approved","American Samoa","(not recorded)",3
"2018/19","Approved","Andorra","Skill level 3",0
"2018/19","Approved","Argentina","(not recorded)",1629
"2018/19","Approved","Argentina","Skill level 1",132
"2018/19","Approved","Argentina","Skill level 2",111
"2018/19","Approved","Argentina","Skill level 3",102
"2018/19","Approved","Argentina","Skill level 4",135
"2018/19","Approved","Argentina","Skill level 5",408
"2018/19","Approved","Armenia","(not recorded)",6
"2018/19","Approved","Armenia","Skill level 1",0
"2018/19","Approved","Armenia","Skill level 3",3
"2018/19","Approved","Austria","(not recorded)",147
"2018/19","Approved","Austria","Skill level 1",60
"2018/19","Approved","Austria","Skill level 2",18
"2018/19","Approved","Austria","Skill level 3",51
"2018/19","Approved","Austria","Skill level 4",15
"2018/19","Approved","Austria","Skill level 5",18
"2018/19","Approved","Azerbaijan","(not recorded)",3
"2018/19","Approved","Azerbaijan","Skill level 3",3
"2018/19","Approved","Bahamas","Skill level 1",3
"2018/19","Approved","Bahrain","(not recorded)",6
"2018/19","Approved","Bahrain","Skill level 1",0
