"Financial Year","Decision Type","Nationality","Institution Type","Count"
"2018/19","Approved","United States of America","Schools",387
"2018/19","Approved","United States of America","Universities",2388
"2018/19","Approved","Unknown","(not recorded)",0
"2018/19","Approved","Unknown","Schools",6
"2018/19","Approved","Uruguay","(not recorded)",6
"2018/19","Approved","Uruguay","Private Training Establishments",33
"2018/19","Approved","Uruguay","Schools",24
"2018/19","Approved","Uruguay","Universities",6
"2018/19","Approved","Uzbekistan","Private Training Establishments",9
"2018/19","Approved","Uzbekistan","Schools",9
"2018/19","Approved","Uzbekistan","Universities",3
"2018/19","Approved","Vanuatu","(not recorded)",21
"2018/19","Approved","Vanuatu","Polytechnics",3
"2018/19","Approved","Vanuatu","Private Training Establishments",12
"2018/19","Approved","Vanuatu","Schools",15
"2018/19","Approved","Vanuatu","Universities",30
"2018/19","Approved","Venezuela","(not recorded)",6
"2018/19","Approved","Venezuela","Private Training Establishments",6
"2018/19","Approved","Venezuela","Schools",6
"2018/19","Approved","Venezuela","Universities",3
"2018/19","Approved","Vietnam","(not recorded)",135
"2018/19","Approved","Vietnam","Polytechnics",198
"2018/19","Approved","Vietnam","Private Training Establishments",606
"2018/19","Approved","Vietnam","Schools",930
"2018/19","Approved","Vietnam","Universities",792
"2018/19","Approved","Yemen","(not recorded)",6
"2018/19","Approved","Yemen","Polytechnics",3
"2018/19","Approved","Yemen","Schools",3
"2018/19","Approved","Zambia","Polytechnics",3
"2018/19","Approved","Zambia","Private Training Establishments",3
"2018/19","Approved","Zambia","Schools",0
"2018/19","Approved","Zambia","Universities",3
"2018/19","Approved","Zimbabwe","(not recorded)",36
"2018/19","Approved","Zimbabwe","Polytechnics",9
"2018/19","Approved","Zimbabwe","Private Training Establishments",0
"2018/19","Approved","Zimbabwe","Schools",21
"2018/19","Approved","Zimbabwe","Universities",18
"2018/19","Declined","Afghanistan","(not recorded)",9
"2018/19","Declined","Afghanistan","Polytechnics",3
"2018/19","Declined","Afghanistan","Private Training Establishments",3
"2018/19","Declined","Afghanistan","Schools",3
"2018/19","Declined","Afghanistan","Universities",6
"2018/19","Declined","Algeria","Private Training Establishments",3
"2018/19","Declined","Algeria","Universities",3
"2018/19","Declined","Argentina","(not recorded)",6
"2018/19","Declined","Argentina","Polytechnics",3
"2018/19","Declined","Argentina","Private Training Establishments",33
"2018/19","Declined","Argentina","Schools",3
"2018/19","Declined","Argentina","Universities",0
"2018/19","Declined","Azerbaijan","Private Training Establishments",3
"2018/19","Declined","Bahamas","Schools",3
"2018/19","Declined","Bahrain","Universities",3
"2018/19","Declined","Bangladesh","Polytechnics",18
"2018/19","Declined","Bangladesh","Private Training Establishments",39
"2018/19","Declined","Bangladesh","Schools",6
"2018/19","Declined","Bangladesh","Universities",24
"2018/19","Declined","Belarus","Private Training Establishments",3
"2018/19","Declined","Belarus","Schools",3
"2018/19","Declined","Benin","Private Training Establishments",3
"2018/19","Declined","Bhutan","Polytechnics",0
"2018/19","Declined","Bhutan","Private Training Establishments",9
"2018/19","Declined","Bhutan","Universities",3
"2018/19","Declined","Bolivia","Private Training Establishments",3
"2018/19","Declined","Bosnia & Herzegovina","Polytechnics",0
"2018/19","Declined","Botswana","Private Training Establishments",3
"2018/19","Declined","Botswana","Universities",3
"2018/19","Declined","Brazil","(not recorded)",24
"2018/19","Declined","Brazil","Polytechnics",6
"2018/19","Declined","Brazil","Private Training Establishments",219
"2018/19","Declined","Brazil","Schools",9
"2018/19","Declined","Brazil","Universities",3
"2018/19","Declined","Burundi","Universities",3
"2018/19","Declined","Cambodia","(not recorded)",3
"2018/19","Declined","Cambodia","Polytechnics",15
"2018/19","Declined","Cambodia","Private Training Establishments",21
"2018/19","Declined","Cambodia","Schools",15
"2018/19","Declined","Cambodia","Universities",3
"2018/19","Declined","Cameroon","Polytechnics",3
"2018/19","Declined","Cameroon","Private Training Establishments",3
"2018/19","Declined","Cameroon","Schools",3
"2018/19","Declined","Cameroon","Universities",6
"2018/19","Declined","Canada","(not recorded)",3
"2018/19","Declined","Canada","Schools",0
"2018/19","Declined","Canada","Universities",3
"2018/19","Declined","Chile","(not recorded)",6
"2018/19","Declined","Chile","Private Training Establishments",54
"2018/19","Declined","Chile","Schools",9
"2018/19","Declined","Chile","Universities",0
"2018/19","Declined","China","(not recorded)",117
"2018/19","Declined","China","Polytechnics",117
"2018/19","Declined","China","Private Training Establishments",285
"2018/19","Declined","China","Schools",96
"2018/19","Declined","China","Universities",168
"2018/19","Declined","Colombia","(not recorded)",6
"2018/19","Declined","Colombia","Polytechnics",3
"2018/19","Declined","Colombia","Private Training Establishments",216
"2018/19","Declined","Colombia","Schools",3
"2018/19","Declined","Colombia","Universities",9
"2018/19","Declined","Congo","Private Training Establishments",0
"2018/19","Declined","Congo","Universities",0
"2018/19","Declined","Costa Rica","Private Training Establishments",3
"2018/19","Declined","Czech Republic","Polytechnics",0
"2018/19","Declined","Democratic Republic of Congo","(not recorded)",3
"2018/19","Declined","Democratic Republic of Congo","Private Training Establishments",0
"2018/19","Declined","Democratic Republic of Congo","Universities",0
"2018/19","Declined","Denmark","Universities",3
"2018/19","Declined","Dominican Republic","Private Training Establishments",0
"2018/19","Declined","Ecuador","Private Training Establishments",6
"2018/19","Declined","Egypt","(not recorded)",9
"2018/19","Declined","Egypt","Polytechnics",0
"2018/19","Declined","Egypt","Private Training Establishments",27
"2018/19","Declined","Egypt","Schools",3
"2018/19","Declined","Egypt","Universities",9
"2018/19","Declined","El Salvador","Private Training Establishments",3
"2018/19","Declined","El Salvador","Schools",3
"2018/19","Declined","Estonia","Schools",0
"2018/19","Declined","Ethiopia","(not recorded)",3
"2018/19","Declined","Ethiopia","Universities",3
"2018/19","Declined","Fiji","(not recorded)",72
"2018/19","Declined","Fiji","Polytechnics",6
"2018/19","Declined","Fiji","Private Training Establishments",30
"2018/19","Declined","Fiji","Schools",60
"2018/19","Declined","Fiji","Universities",3
"2018/19","Declined","Finland","(not recorded)",3
"2018/19","Declined","Finland","Universities",0
"2018/19","Declined","France","(not recorded)",3
"2018/19","Declined","France","Polytechnics",0
"2018/19","Declined","France","Private Training Establishments",12
"2018/19","Declined","France","Schools",6
"2018/19","Declined","France","Universities",3
"2018/19","Declined","Gambia","Schools",3
"2018/19","Declined","Germany","(not recorded)",0
"2018/19","Declined","Germany","Polytechnics",3
"2018/19","Declined","Germany","Private Training Establishments",3
"2018/19","Declined","Germany","Schools",6
"2018/19","Declined","Germany","Universities",3
"2018/19","Declined","Ghana","Polytechnics",9
"2018/19","Declined","Ghana","Private Training Establishments",0
"2018/19","Declined","Ghana","Universities",27
"2018/19","Declined","Greece","Private Training Establishments",0
"2018/19","Declined","Guatemala","Universities",0
"2018/19","Declined","Guinea","Schools",6
"2018/19","Declined","Haiti","Polytechnics",3
"2018/19","Declined","Honduras","Private Training Establishments",0
"2018/19","Declined","Hong Kong","(not recorded)",9
"2018/19","Declined","Hong Kong","Polytechnics",3
"2018/19","Declined","Hong Kong","Private Training Establishments",6
"2018/19","Declined","Hong Kong","Schools",9
"2018/19","Declined","Hong Kong","Universities",15
"2018/19","Declined","Hungary","(not recorded)",3
"2018/19","Declined","Iceland","Universities",3
"2018/19","Declined","India","(not recorded)",87
"2018/19","Declined","India","Polytechnics",1428
"2018/19","Declined","India","Private Training Establishments",1209
"2018/19","Declined","India","Schools",81
"2018/19","Declined","India","Universities",174
"2018/19","Declined","Indonesia","(not recorded)",9
"2018/19","Declined","Indonesia","Polytechnics",15
"2018/19","Declined","Indonesia","Private Training Establishments",33
"2018/19","Declined","Indonesia","Schools",6
"2018/19","Declined","Indonesia","Universities",6
"2018/19","Declined","Iran","(not recorded)",3
"2018/19","Declined","Iran","Polytechnics",12
"2018/19","Declined","Iran","Private Training Establishments",24
"2018/19","Declined","Iran","Schools",15
"2018/19","Declined","Iran","Universities",60
"2018/19","Declined","Iraq","(not recorded)",0
"2018/19","Declined","Iraq","Polytechnics",3
"2018/19","Declined","Iraq","Private Training Establishments",6
"2018/19","Declined","Iraq","Universities",3
"2018/19","Declined","Ireland","Private Training Establishments",0
"2018/19","Declined","Israel","Polytechnics",3
"2018/19","Declined","Israel","Universities",3
"2018/19","Declined","Italy","(not recorded)",3
"2018/19","Declined","Italy","Private Training Establishments",3
"2018/19","Declined","Italy","Schools",3
"2018/19","Declined","Ivory Coast","Universities",0
"2018/19","Declined","Japan","(not recorded)",3
"2018/19","Declined","Japan","Polytechnics",3
"2018/19","Declined","Japan","Private Training Establishments",15
"2018/19","Declined","Japan","Schools",12
"2018/19","Declined","Japan","Universities",3
"2018/19","Declined","Jordan","Polytechnics",0
"2018/19","Declined","Jordan","Private Training Establishments",6
"2018/19","Declined","Jordan","Schools",3
"2018/19","Declined","Jordan","Universities",9
"2018/19","Declined","Kazakhstan","(not recorded)",0
"2018/19","Declined","Kazakhstan","Polytechnics",3
"2018/19","Declined","Kazakhstan","Private Training Establishments",15
"2018/19","Declined","Kazakhstan","Schools",3
"2018/19","Declined","Kazakhstan","Universities",0
"2018/19","Declined","Kenya","Polytechnics",12
"2018/19","Declined","Kenya","Universities",9
"2018/19","Declined","Kuwait","(not recorded)",6
"2018/19","Declined","Kuwait","Private Training Establishments",3
"2018/19","Declined","Kuwait","Universities",3
"2018/19","Declined","Kyrgyzstan","Polytechnics",3
"2018/19","Declined","Kyrgyzstan","Private Training Establishments",6
"2018/19","Declined","Kyrgyzstan","Universities",3
"2018/19","Declined","Laos","Polytechnics",0
"2018/19","Declined","Laos","Private Training Establishments",9
"2018/19","Declined","Laos","Universities",0
"2018/19","Declined","Latvia","Private Training Establishments",0
"2018/19","Declined","Latvia","Schools",3
"2018/19","Declined","Lebanon","Polytechnics",3
"2018/19","Declined","Lebanon","Private Training Establishments",6
"2018/19","Declined","Lebanon","Schools",0
"2018/19","Declined","Lebanon","Universities",6
"2018/19","Declined","Libya","Polytechnics",3
"2018/19","Declined","Libya","Universities",0
"2018/19","Declined","Lithuania","Private Training Establishments",3
"2018/19","Declined","Macau","Polytechnics",0
"2018/19","Declined","Macau","Private Training Establishments",3
"2018/19","Declined","Macedonia","Private Training Establishments",0
"2018/19","Declined","Malawi","Polytechnics",0
"2018/19","Declined","Malawi","Universities",3
"2018/19","Declined","Malaysia","(not recorded)",6
"2018/19","Declined","Malaysia","Polytechnics",6
"2018/19","Declined","Malaysia","Private Training Establishments",18
"2018/19","Declined","Malaysia","Schools",3
"2018/19","Declined","Malaysia","Universities",9
"2018/19","Declined","Marshall Islands","Universities",3
"2018/19","Declined","Mauritius","Polytechnics",9
"2018/19","Declined","Mauritius","Schools",3
"2018/19","Declined","Mauritius","Universities",0
"2018/19","Declined","Mexico","(not recorded)",3
"2018/19","Declined","Mexico","Polytechnics",0
"2018/19","Declined","Mexico","Private Training Establishments",9
"2018/19","Declined","Mexico","Universities",0
"2018/19","Declined","Mongolia","(not recorded)",3
"2018/19","Declined","Mongolia","Private Training Establishments",18
"2018/19","Declined","Morocco","Private Training Establishments",3
"2018/19","Declined","Myanmar","Schools",3
"2018/19","Declined","Myanmar","Universities",3
"2018/19","Declined","Nepal","(not recorded)",6
"2018/19","Declined","Nepal","Polytechnics",126
"2018/19","Declined","Nepal","Private Training Establishments",270
"2018/19","Declined","Nepal","Schools",3
"2018/19","Declined","Nepal","Universities",3
"2018/19","Declined","Netherlands","Private Training Establishments",0
"2018/19","Declined","Netherlands","Schools",0
"2018/19","Declined","Netherlands","Universities",0
"2018/19","Declined","Nicaragua","Private Training Establishments",0
"2018/19","Declined","Nigeria","(not recorded)",3
"2018/19","Declined","Nigeria","Polytechnics",27
"2018/19","Declined","Nigeria","Private Training Establishments",9
"2018/19","Declined","Nigeria","Schools",6
"2018/19","Declined","Nigeria","Universities",63
"2018/19","Declined","Norway","Universities",6
"2018/19","Declined","Oman","Private Training Establishments",3
"2018/19","Declined","Oman","Universities",0
"2018/19","Declined","Pakistan","(not recorded)",15
"2018/19","Declined","Pakistan","Polytechnics",27
"2018/19","Declined","Pakistan","Private Training Establishments",12
"2018/19","Declined","Pakistan","Schools",15
"2018/19","Declined","Pakistan","Universities",60
"2018/19","Declined","Palestine","Polytechnics",0
"2018/19","Declined","Palestine","Universities",3
"2018/19","Declined","Papua New Guinea","(not recorded)",3
"2018/19","Declined","Papua New Guinea","Polytechnics",3
"2018/19","Declined","Papua New Guinea","Private Training Establishments",3
