"Year Ended May","Decision Type","Nationality","Occupation Skill Level","Count"
"2016 PARTIAL (Jul-May)","Approved","Morocco","Skill level 2",9
"2016 PARTIAL (Jul-May)","Approved","Morocco","Skill level 3",3
"2016 PARTIAL (Jul-May)","Approved","Morocco","Skill level 4",3
"2016 PARTIAL (Jul-May)","Approved","Mozambique","(not recorded)",3
"2016 PARTIAL (Jul-May)","Approved","Mozambique","Skill level 1",3
"2016 PARTIAL (Jul-May)","Approved","Myanmar","(not recorded)",30
"2016 PARTIAL (Jul-May)","Approved","Myanmar","Skill level 1",12
"2016 PARTIAL (Jul-May)","Approved","Myanmar","Skill level 2",3
"2016 PARTIAL (Jul-May)","Approved","Myanmar","Skill level 3",0
"2016 PARTIAL (Jul-May)","Approved","Myanmar","Skill level 4",6
"2016 PARTIAL (Jul-May)","Approved","Myanmar","Skill level 5",6
"2016 PARTIAL (Jul-May)","Approved","Namibia","(not recorded)",3
"2016 PARTIAL (Jul-May)","Approved","Namibia","Skill level 1",0
"2016 PARTIAL (Jul-May)","Approved","Namibia","Skill level 3",3
"2016 PARTIAL (Jul-May)","Approved","Nauru","(not recorded)",24
"2016 PARTIAL (Jul-May)","Approved","Nepal","(not recorded)",678
"2016 PARTIAL (Jul-May)","Approved","Nepal","Skill level 1",60
"2016 PARTIAL (Jul-May)","Approved","Nepal","Skill level 2",108
"2016 PARTIAL (Jul-May)","Approved","Nepal","Skill level 3",33
"2016 PARTIAL (Jul-May)","Approved","Nepal","Skill level 4",45
"2016 PARTIAL (Jul-May)","Approved","Nepal","Skill level 5",51
"2016 PARTIAL (Jul-May)","Approved","Netherlands","(not recorded)",1536
"2016 PARTIAL (Jul-May)","Approved","Netherlands","Skill level 1",252
"2016 PARTIAL (Jul-May)","Approved","Netherlands","Skill level 2",39
"2016 PARTIAL (Jul-May)","Approved","Netherlands","Skill level 3",75
"2016 PARTIAL (Jul-May)","Approved","Netherlands","Skill level 4",51
"2016 PARTIAL (Jul-May)","Approved","Netherlands","Skill level 5",27
"2016 PARTIAL (Jul-May)","Approved","New Caledonia","(not recorded)",0
"2016 PARTIAL (Jul-May)","Approved","Nicaragua","(not recorded)",0
"2016 PARTIAL (Jul-May)","Approved","Nicaragua","Skill level 5",3
"2016 PARTIAL (Jul-May)","Approved","Niger","Skill level 4",0
"2016 PARTIAL (Jul-May)","Approved","Nigeria","(not recorded)",69
"2016 PARTIAL (Jul-May)","Approved","Nigeria","Skill level 1",6
"2016 PARTIAL (Jul-May)","Approved","Nigeria","Skill level 2",0
"2016 PARTIAL (Jul-May)","Approved","Nigeria","Skill level 3",3
"2016 PARTIAL (Jul-May)","Approved","Nigeria","Skill level 4",3
"2016 PARTIAL (Jul-May)","Approved","Nigeria","Skill level 5",3
"2016 PARTIAL (Jul-May)","Approved","Norway","(not recorded)",105
"2016 PARTIAL (Jul-May)","Approved","Norway","Skill level 1",24
"2016 PARTIAL (Jul-May)","Approved","Norway","Skill level 2",0
"2016 PARTIAL (Jul-May)","Approved","Norway","Skill level 3",3
"2016 PARTIAL (Jul-May)","Approved","Norway","Skill level 4",0
"2016 PARTIAL (Jul-May)","Approved","Norway","Skill level 5",3
"2016 PARTIAL (Jul-May)","Approved","Oman","(not recorded)",3
"2016 PARTIAL (Jul-May)","Approved","Pakistan","(not recorded)",300
"2016 PARTIAL (Jul-May)","Approved","Pakistan","Skill level 1",75
"2016 PARTIAL (Jul-May)","Approved","Pakistan","Skill level 2",36
"2016 PARTIAL (Jul-May)","Approved","Pakistan","Skill level 3",12
"2016 PARTIAL (Jul-May)","Approved","Pakistan","Skill level 4",18
"2016 PARTIAL (Jul-May)","Approved","Palestine","(not recorded)",12
"2016 PARTIAL (Jul-May)","Approved","Palestine","Skill level 1",0
"2016 PARTIAL (Jul-May)","Approved","Panama","(not recorded)",3
"2016 PARTIAL (Jul-May)","Approved","Panama","Skill level 4",0
"2016 PARTIAL (Jul-May)","Approved","Papua New Guinea","(not recorded)",99
"2016 PARTIAL (Jul-May)","Approved","Papua New Guinea","Skill level 1",3
"2016 PARTIAL (Jul-May)","Approved","Papua New Guinea","Skill level 3",0
"2016 PARTIAL (Jul-May)","Approved","Papua New Guinea","Skill level 4",6
"2016 PARTIAL (Jul-May)","Approved","Paraguay","(not recorded)",0
"2016 PARTIAL (Jul-May)","Approved","Peru","(not recorded)",153
"2016 PARTIAL (Jul-May)","Approved","Peru","Skill level 1",15
"2016 PARTIAL (Jul-May)","Approved","Peru","Skill level 2",9
"2016 PARTIAL (Jul-May)","Approved","Peru","Skill level 3",6
"2016 PARTIAL (Jul-May)","Approved","Peru","Skill level 4",15
"2016 PARTIAL (Jul-May)","Approved","Peru","Skill level 5",6
"2016 PARTIAL (Jul-May)","Approved","Philippines","(not recorded)",4779
"2016 PARTIAL (Jul-May)","Approved","Philippines","Skill level 1",2025
"2016 PARTIAL (Jul-May)","Approved","Philippines","Skill level 2",453
"2016 PARTIAL (Jul-May)","Approved","Philippines","Skill level 3",1974
"2016 PARTIAL (Jul-May)","Approved","Philippines","Skill level 4",1851
"2016 PARTIAL (Jul-May)","Approved","Philippines","Skill level 5",897
"2016 PARTIAL (Jul-May)","Approved","Poland","(not recorded)",198
"2016 PARTIAL (Jul-May)","Approved","Poland","Skill level 1",72
"2016 PARTIAL (Jul-May)","Approved","Poland","Skill level 2",21
"2016 PARTIAL (Jul-May)","Approved","Poland","Skill level 3",45
"2016 PARTIAL (Jul-May)","Approved","Poland","Skill level 4",36
"2016 PARTIAL (Jul-May)","Approved","Poland","Skill level 5",6
"2016 PARTIAL (Jul-May)","Approved","Portugal","(not recorded)",21
"2016 PARTIAL (Jul-May)","Approved","Portugal","Skill level 1",75
"2016 PARTIAL (Jul-May)","Approved","Portugal","Skill level 2",9
"2016 PARTIAL (Jul-May)","Approved","Portugal","Skill level 3",9
"2016 PARTIAL (Jul-May)","Approved","Portugal","Skill level 4",12
"2016 PARTIAL (Jul-May)","Approved","Portugal","Skill level 5",12
"2016 PARTIAL (Jul-May)","Approved","Romania","(not recorded)",57
"2016 PARTIAL (Jul-May)","Approved","Romania","Skill level 1",33
"2016 PARTIAL (Jul-May)","Approved","Romania","Skill level 2",9
"2016 PARTIAL (Jul-May)","Approved","Romania","Skill level 3",24
"2016 PARTIAL (Jul-May)","Approved","Romania","Skill level 4",12
"2016 PARTIAL (Jul-May)","Approved","Romania","Skill level 5",6
"2016 PARTIAL (Jul-May)","Approved","Russia","(not recorded)",462
"2016 PARTIAL (Jul-May)","Approved","Russia","Skill level 1",240
"2016 PARTIAL (Jul-May)","Approved","Russia","Skill level 2",45
"2016 PARTIAL (Jul-May)","Approved","Russia","Skill level 3",72
"2016 PARTIAL (Jul-May)","Approved","Russia","Skill level 4",57
"2016 PARTIAL (Jul-May)","Approved","Russia","Skill level 5",9
"2016 PARTIAL (Jul-May)","Approved","Rwanda","(not recorded)",3
"2016 PARTIAL (Jul-May)","Approved","Samoa","(not recorded)",2184
"2016 PARTIAL (Jul-May)","Approved","Samoa","Skill level 1",18
"2016 PARTIAL (Jul-May)","Approved","Samoa","Skill level 2",15
"2016 PARTIAL (Jul-May)","Approved","Samoa","Skill level 3",36
"2016 PARTIAL (Jul-May)","Approved","Samoa","Skill level 4",111
"2016 PARTIAL (Jul-May)","Approved","Samoa","Skill level 5",111
"2016 PARTIAL (Jul-May)","Approved","Saudi Arabia","(not recorded)",48
"2016 PARTIAL (Jul-May)","Approved","Saudi Arabia","Skill level 1",3
"2016 PARTIAL (Jul-May)","Approved","Saudi Arabia","Skill level 2",3
"2016 PARTIAL (Jul-May)","Approved","Serbia","(not recorded)",36
"2016 PARTIAL (Jul-May)","Approved","Serbia","Skill level 1",12
"2016 PARTIAL (Jul-May)","Approved","Serbia","Skill level 2",9
"2016 PARTIAL (Jul-May)","Approved","Serbia","Skill level 3",30
"2016 PARTIAL (Jul-May)","Approved","Serbia","Skill level 4",6
"2016 PARTIAL (Jul-May)","Approved","Serbia","Skill level 5",0
"2016 PARTIAL (Jul-May)","Approved","Seychelles","(not recorded)",0
"2016 PARTIAL (Jul-May)","Approved","Singapore","(not recorded)",396
"2016 PARTIAL (Jul-May)","Approved","Singapore","Skill level 1",102
"2016 PARTIAL (Jul-May)","Approved","Singapore","Skill level 2",21
"2016 PARTIAL (Jul-May)","Approved","Singapore","Skill level 3",24
"2016 PARTIAL (Jul-May)","Approved","Singapore","Skill level 4",30
"2016 PARTIAL (Jul-May)","Approved","Singapore","Skill level 5",6
"2016 PARTIAL (Jul-May)","Approved","Slovakia","(not recorded)",165
"2016 PARTIAL (Jul-May)","Approved","Slovakia","Skill level 1",21
"2016 PARTIAL (Jul-May)","Approved","Slovakia","Skill level 2",6
"2016 PARTIAL (Jul-May)","Approved","Slovakia","Skill level 3",21
"2016 PARTIAL (Jul-May)","Approved","Slovakia","Skill level 4",18
"2016 PARTIAL (Jul-May)","Approved","Slovakia","Skill level 5",6
"2016 PARTIAL (Jul-May)","Approved","Slovenia","(not recorded)",132
"2016 PARTIAL (Jul-May)","Approved","Slovenia","Skill level 1",12
"2016 PARTIAL (Jul-May)","Approved","Slovenia","Skill level 2",6
"2016 PARTIAL (Jul-May)","Approved","Slovenia","Skill level 3",12
"2016 PARTIAL (Jul-May)","Approved","Slovenia","Skill level 4",15
"2016 PARTIAL (Jul-May)","Approved","Slovenia","Skill level 5",6
"2016 PARTIAL (Jul-May)","Approved","Solomon Islands","(not recorded)",657
"2016 PARTIAL (Jul-May)","Approved","Solomon Islands","Skill level 1",6
"2016 PARTIAL (Jul-May)","Approved","Solomon Islands","Skill level 2",0
"2016 PARTIAL (Jul-May)","Approved","Solomon Islands","Skill level 3",0
"2016 PARTIAL (Jul-May)","Approved","Solomon Islands","Skill level 4",3
"2016 PARTIAL (Jul-May)","Approved","Solomon Islands","Skill level 5",0
"2016 PARTIAL (Jul-May)","Approved","Somalia","(not recorded)",24
"2016 PARTIAL (Jul-May)","Approved","South Africa","(not recorded)",1491
"2016 PARTIAL (Jul-May)","Approved","South Africa","Skill level 1",777
"2016 PARTIAL (Jul-May)","Approved","South Africa","Skill level 2",267
"2016 PARTIAL (Jul-May)","Approved","South Africa","Skill level 3",627
"2016 PARTIAL (Jul-May)","Approved","South Africa","Skill level 4",150
"2016 PARTIAL (Jul-May)","Approved","South Africa","Skill level 5",60
"2016 PARTIAL (Jul-May)","Approved","South Korea","(not recorded)",2652
"2016 PARTIAL (Jul-May)","Approved","South Korea","Skill level 1",408
"2016 PARTIAL (Jul-May)","Approved","South Korea","Skill level 2",696
"2016 PARTIAL (Jul-May)","Approved","South Korea","Skill level 3",240
"2016 PARTIAL (Jul-May)","Approved","South Korea","Skill level 4",333
"2016 PARTIAL (Jul-May)","Approved","South Korea","Skill level 5",60
"2016 PARTIAL (Jul-May)","Approved","South Sudan","Skill level 2",0
"2016 PARTIAL (Jul-May)","Approved","Spain","(not recorded)",339
"2016 PARTIAL (Jul-May)","Approved","Spain","Skill level 1",135
"2016 PARTIAL (Jul-May)","Approved","Spain","Skill level 2",30
"2016 PARTIAL (Jul-May)","Approved","Spain","Skill level 3",54
"2016 PARTIAL (Jul-May)","Approved","Spain","Skill level 4",21
"2016 PARTIAL (Jul-May)","Approved","Spain","Skill level 5",33
"2016 PARTIAL (Jul-May)","Approved","Sri Lanka","(not recorded)",927
"2016 PARTIAL (Jul-May)","Approved","Sri Lanka","Skill level 1",219
"2016 PARTIAL (Jul-May)","Approved","Sri Lanka","Skill level 2",195
"2016 PARTIAL (Jul-May)","Approved","Sri Lanka","Skill level 3",234
"2016 PARTIAL (Jul-May)","Approved","Sri Lanka","Skill level 4",60
"2016 PARTIAL (Jul-May)","Approved","Sri Lanka","Skill level 5",57
"2016 PARTIAL (Jul-May)","Approved","St Kitts - Nevis","(not recorded)",0
"2016 PARTIAL (Jul-May)","Approved","Stateless","(not recorded)",0
"2016 PARTIAL (Jul-May)","Approved","Sudan","(not recorded)",3
"2016 PARTIAL (Jul-May)","Approved","Sudan","Skill level 1",3
"2016 PARTIAL (Jul-May)","Approved","Suriname","Skill level 2",0
"2016 PARTIAL (Jul-May)","Approved","Swaziland","(not recorded)",3
"2016 PARTIAL (Jul-May)","Approved","Sweden","(not recorded)",951
"2016 PARTIAL (Jul-May)","Approved","Sweden","Skill level 1",57
"2016 PARTIAL (Jul-May)","Approved","Sweden","Skill level 2",6
"2016 PARTIAL (Jul-May)","Approved","Sweden","Skill level 3",18
"2016 PARTIAL (Jul-May)","Approved","Sweden","Skill level 4",21
"2016 PARTIAL (Jul-May)","Approved","Sweden","Skill level 5",6
"2016 PARTIAL (Jul-May)","Approved","Switzerland","(not recorded)",87
"2016 PARTIAL (Jul-May)","Approved","Switzerland","Skill level 1",45
"2016 PARTIAL (Jul-May)","Approved","Switzerland","Skill level 2",18
"2016 PARTIAL (Jul-May)","Approved","Switzerland","Skill level 3",75
"2016 PARTIAL (Jul-May)","Approved","Switzerland","Skill level 4",15
"2016 PARTIAL (Jul-May)","Approved","Switzerland","Skill level 5",39
"2016 PARTIAL (Jul-May)","Approved","Syria","(not recorded)",27
"2016 PARTIAL (Jul-May)","Approved","Syria","Skill level 1",3
"2016 PARTIAL (Jul-May)","Approved","Syria","Skill level 3",3
"2016 PARTIAL (Jul-May)","Approved","Syria","Skill level 4",0
"2016 PARTIAL (Jul-May)","Approved","Taiwan","(not recorded)",543
"2016 PARTIAL (Jul-May)","Approved","Taiwan","Skill level 1",78
"2016 PARTIAL (Jul-May)","Approved","Taiwan","Skill level 2",33
"2016 PARTIAL (Jul-May)","Approved","Taiwan","Skill level 3",21
"2016 PARTIAL (Jul-May)","Approved","Taiwan","Skill level 4",126
"2016 PARTIAL (Jul-May)","Approved","Taiwan","Skill level 5",39
"2016 PARTIAL (Jul-May)","Approved","Tajikistan","(not recorded)",0
"2016 PARTIAL (Jul-May)","Approved","Tanzania","(not recorded)",6
"2016 PARTIAL (Jul-May)","Approved","Tanzania","Skill level 1",0
"2016 PARTIAL (Jul-May)","Approved","Tanzania","Skill level 3",0
"2016 PARTIAL (Jul-May)","Approved","Tanzania","Skill level 4",0
"2016 PARTIAL (Jul-May)","Approved","Thailand","(not recorded)",1404
"2016 PARTIAL (Jul-May)","Approved","Thailand","Skill level 1",84
"2016 PARTIAL (Jul-May)","Approved","Thailand","Skill level 2",561
"2016 PARTIAL (Jul-May)","Approved","Thailand","Skill level 3",60
"2016 PARTIAL (Jul-May)","Approved","Thailand","Skill level 4",294
"2016 PARTIAL (Jul-May)","Approved","Thailand","Skill level 5",99
"2016 PARTIAL (Jul-May)","Approved","Timor Leste","(not recorded)",6
"2016 PARTIAL (Jul-May)","Approved","Timor Leste","Skill level 1",0
"2016 PARTIAL (Jul-May)","Approved","Timor Leste","Skill level 2",0
"2016 PARTIAL (Jul-May)","Approved","Timor Leste","Skill level 5",0
"2016 PARTIAL (Jul-May)","Approved","Tonga","(not recorded)",2493
"2016 PARTIAL (Jul-May)","Approved","Tonga","Skill level 1",21
"2016 PARTIAL (Jul-May)","Approved","Tonga","Skill level 2",12
"2016 PARTIAL (Jul-May)","Approved","Tonga","Skill level 3",69
"2016 PARTIAL (Jul-May)","Approved","Tonga","Skill level 4",90
"2016 PARTIAL (Jul-May)","Approved","Tonga","Skill level 5",36
"2016 PARTIAL (Jul-May)","Approved","Trinidad and Tobago","(not recorded)",6
"2016 PARTIAL (Jul-May)","Approved","Trinidad and Tobago","Skill level 1",3
"2016 PARTIAL (Jul-May)","Approved","Trinidad and Tobago","Skill level 3",0
"2016 PARTIAL (Jul-May)","Approved","Tunisia","(not recorded)",9
"2016 PARTIAL (Jul-May)","Approved","Tunisia","Skill level 1",3
"2016 PARTIAL (Jul-May)","Approved","Turkey","(not recorded)",96
"2016 PARTIAL (Jul-May)","Approved","Turkey","Skill level 1",24
"2016 PARTIAL (Jul-May)","Approved","Turkey","Skill level 2",33
"2016 PARTIAL (Jul-May)","Approved","Turkey","Skill level 3",24
"2016 PARTIAL (Jul-May)","Approved","Turkey","Skill level 4",6
"2016 PARTIAL (Jul-May)","Approved","Turkey","Skill level 5",3
"2016 PARTIAL (Jul-May)","Approved","Tuvalu","(not recorded)",111
"2016 PARTIAL (Jul-May)","Approved","Tuvalu","Skill level 1",0
"2016 PARTIAL (Jul-May)","Approved","Tuvalu","Skill level 3",3
"2016 PARTIAL (Jul-May)","Approved","Tuvalu","Skill level 4",6
"2016 PARTIAL (Jul-May)","Approved","Tuvalu","Skill level 5",3
"2016 PARTIAL (Jul-May)","Approved","Uganda","(not recorded)",9
"2016 PARTIAL (Jul-May)","Approved","Uganda","Skill level 1",3
"2016 PARTIAL (Jul-May)","Approved","Ukraine","(not recorded)",132
"2016 PARTIAL (Jul-May)","Approved","Ukraine","Skill level 1",564
"2016 PARTIAL (Jul-May)","Approved","Ukraine","Skill level 2",6
"2016 PARTIAL (Jul-May)","Approved","Ukraine","Skill level 3",240
"2016 PARTIAL (Jul-May)","Approved","Ukraine","Skill level 4",549
"2016 PARTIAL (Jul-May)","Approved","Ukraine","Skill level 5",15
"2016 PARTIAL (Jul-May)","Approved","United Arab Emirates","(not recorded)",0
"2016 PARTIAL (Jul-May)","Approved","United Arab Emirates","Skill level 1",0
"2016 PARTIAL (Jul-May)","Approved","United Arab Emirates","Skill level 4",0
"2016 PARTIAL (Jul-May)","Approved","United Kingdom","(not recorded)",15348
"2016 PARTIAL (Jul-May)","Approved","United Kingdom","Skill level 1",2310
"2016 PARTIAL (Jul-May)","Approved","United Kingdom","Skill level 2",705
"2016 PARTIAL (Jul-May)","Approved","United Kingdom","Skill level 3",1335
"2016 PARTIAL (Jul-May)","Approved","United Kingdom","Skill level 4",993
"2016 PARTIAL (Jul-May)","Approved","United Kingdom","Skill level 5",306
"2016 PARTIAL (Jul-May)","Approved","United Nations","Skill level 1",0
"2016 PARTIAL (Jul-May)","Approved","United States of America","(not recorded)",5376
"2016 PARTIAL (Jul-May)","Approved","United States of America","Skill level 1",1875
"2016 PARTIAL (Jul-May)","Approved","United States of America","Skill level 2",153
"2016 PARTIAL (Jul-May)","Approved","United States of America","Skill level 3",300
"2016 PARTIAL (Jul-May)","Approved","United States of America","Skill level 4",324
"2016 PARTIAL (Jul-May)","Approved","United States of America","Skill level 5",108
"2016 PARTIAL (Jul-May)","Approved","Unknown","(not recorded)",72
"2016 PARTIAL (Jul-May)","Approved","Unknown","Skill level 1",18
"2016 PARTIAL (Jul-May)","Approved","Unknown","Skill level 2",24
"2016 PARTIAL (Jul-May)","Approved","Unknown","Skill level 3",12
"2016 PARTIAL (Jul-May)","Approved","Unknown","Skill level 4",6
"2016 PARTIAL (Jul-May)","Approved","Unknown","Skill level 5",3
"2016 PARTIAL (Jul-May)","Approved","Uruguay","(not recorded)",321
"2016 PARTIAL (Jul-May)","Approved","Uruguay","Skill level 1",36
"2016 PARTIAL (Jul-May)","Approved","Uruguay","Skill level 2",9
"2016 PARTIAL (Jul-May)","Approved","Uruguay","Skill level 3",12
"2016 PARTIAL (Jul-May)","Approved","Uruguay","Skill level 4",12
"2016 PARTIAL (Jul-May)","Approved","Uruguay","Skill level 5",39
"2016 PARTIAL (Jul-May)","Approved","Uzbekistan","(not recorded)",15
"2016 PARTIAL (Jul-May)","Approved","Uzbekistan","Skill level 1",6
"2016 PARTIAL (Jul-May)","Approved","Uzbekistan","Skill level 2",0
"2016 PARTIAL (Jul-May)","Approved","Uzbekistan","Skill level 3",0
"2016 PARTIAL (Jul-May)","Approved","Vanuatu","(not recorded)",3930
"2016 PARTIAL (Jul-May)","Approved","Vanuatu","Skill level 1",3
"2016 PARTIAL (Jul-May)","Approved","Vanuatu","Skill level 2",3
"2016 PARTIAL (Jul-May)","Approved","Vanuatu","Skill level 3",3
"2016 PARTIAL (Jul-May)","Approved","Vanuatu","Skill level 4",0
"2016 PARTIAL (Jul-May)","Approved","Vanuatu","Skill level 5",9
"2016 PARTIAL (Jul-May)","Approved","Venezuela","(not recorded)",27
"2016 PARTIAL (Jul-May)","Approved","Venezuela","Skill level 1",9
"2016 PARTIAL (Jul-May)","Approved","Venezuela","Skill level 2",3
"2016 PARTIAL (Jul-May)","Approved","Venezuela","Skill level 3",0
"2016 PARTIAL (Jul-May)","Approved","Venezuela","Skill level 4",3
"2016 PARTIAL (Jul-May)","Approved","Venezuela","Skill level 5",3
"2016 PARTIAL (Jul-May)","Approved","Vietnam","(not recorded)",729
"2016 PARTIAL (Jul-May)","Approved","Vietnam","Skill level 1",84
"2016 PARTIAL (Jul-May)","Approved","Vietnam","Skill level 2",114
"2016 PARTIAL (Jul-May)","Approved","Vietnam","Skill level 3",24
"2016 PARTIAL (Jul-May)","Approved","Vietnam","Skill level 4",96
"2016 PARTIAL (Jul-May)","Approved","Vietnam","Skill level 5",24
"2016 PARTIAL (Jul-May)","Approved","Yemen","(not recorded)",6
"2016 PARTIAL (Jul-May)","Approved","Yemen","Skill level 1",3
"2016 PARTIAL (Jul-May)","Approved","Zambia","(not recorded)",9
"2016 PARTIAL (Jul-May)","Approved","Zambia","Skill level 1",9
"2016 PARTIAL (Jul-May)","Approved","Zambia","Skill level 3",3
"2016 PARTIAL (Jul-May)","Approved","Zambia","Skill level 4",6
"2016 PARTIAL (Jul-May)","Approved","Zimbabwe","(not recorded)",51
"2016 PARTIAL (Jul-May)","Approved","Zimbabwe","Skill level 1",15
"2016 PARTIAL (Jul-May)","Approved","Zimbabwe","Skill level 2",6
"2016 PARTIAL (Jul-May)","Approved","Zimbabwe","Skill level 3",12
"2016 PARTIAL (Jul-May)","Approved","Zimbabwe","Skill level 4",3
"2016 PARTIAL (Jul-May)","Approved","Zimbabwe","Skill level 5",0
"2016 PARTIAL (Jul-May)","Declined","Afghanistan","(not recorded)",12
"2016 PARTIAL (Jul-May)","Declined","Afghanistan","Skill level 3",3
"2016 PARTIAL (Jul-May)","Declined","Afghanistan","Skill level 4",0
"2016 PARTIAL (Jul-May)","Declined","Afghanistan","Skill level 5",3
"2016 PARTIAL (Jul-May)","Declined","Albania","Skill level 3",0
